dst_addr	prb_id	avg	ASN	Country	Name	NumIPs	type
130.104.228.159	6584	5.97365	AS35277	RO	LLHOST INC. SRL	1536	hosting
185.233.143.6	6584	7.802279	AS35277	RO	LLHOST INC. SRL	1536	hosting
185.209.84.141	6584	159.1835516667	AS35277	RO	LLHOST INC. SRL	1536	hosting
213.225.160.239	6584	23.5724913333	AS35277	RO	LLHOST INC. SRL	1536	hosting
197.239.73.59	6584	149.6694456667	AS35277	RO	LLHOST INC. SRL	1536	hosting
163.237.247.18	6584	102.77662	AS35277	RO	LLHOST INC. SRL	1536	hosting
171.67.70.16	6584	156.222323	AS35277	RO	LLHOST INC. SRL	1536	hosting
206.162.189.131	6584	158.0702363333	AS35277	RO	LLHOST INC. SRL	1536	hosting
156.154.123.254	6584	160.4663576667	AS35277	RO	LLHOST INC. SRL	1536	hosting
147.84.200.125	6584	33.717508	AS35277	RO	LLHOST INC. SRL	1536	hosting
198.97.190.53	6584	33.175135	AS35277	RO	LLHOST INC. SRL	1536	hosting
195.187.36.10	6584	36.9283073333	AS35277	RO	LLHOST INC. SRL	1536	hosting
178.17.170.109	6584	53.9367653333	AS35277	RO	LLHOST INC. SRL	1536	hosting
109.171.136.4	6584	73.14587	AS35277	RO	LLHOST INC. SRL	1536	hosting
147.135.78.61	6584	154.3899946667	AS35277	RO	LLHOST INC. SRL	1536	hosting
200.132.1.32	6584	227.5384563333	AS35277	RO	LLHOST INC. SRL	1536	hosting
153.92.43.251	6584	9.4593523333	AS35277	RO	LLHOST INC. SRL	1536	hosting
170.39.226.151	6584	143.00786	AS35277	RO	LLHOST INC. SRL	1536	hosting
176.119.210.244	6584	61.4088643333	AS35277	RO	LLHOST INC. SRL	1536	hosting
103.41.247.100	6584	349.3793886667	AS35277	RO	LLHOST INC. SRL	1536	hosting
156.154.80.254	6584	6.4759473333	AS35277	RO	LLHOST INC. SRL	1536	hosting
103.62.50.173	6584	285.615856	AS35277	RO	LLHOST INC. SRL	1536	hosting
185.36.180.63	6584	9.505479	AS35277	RO	LLHOST INC. SRL	1536	hosting
216.171.184.239	6584	82.9297113333	AS35277	RO	LLHOST INC. SRL	1536	hosting
185.70.41.236	6584	12.6875783333	AS35277	RO	LLHOST INC. SRL	1536	hosting
206.108.17.63	6584	146.528352	AS35277	RO	LLHOST INC. SRL	1536	hosting
172.99.232.15	6584	119.6193773333	AS35277	RO	LLHOST INC. SRL	1536	hosting
185.17.112.95	6584	39.3540106667	AS35277	RO	LLHOST INC. SRL	1536	hosting
193.104.85.3	6584	101.177211	AS35277	RO	LLHOST INC. SRL	1536	hosting
108.59.192.190	6584	175.4938136667	AS35277	RO	LLHOST INC. SRL	1536	hosting
200.94.183.170	6584	153.2334876667	AS35277	RO	LLHOST INC. SRL	1536	hosting
